,displayname,domain,params,path,tagname
id_246,AOL ADTECH;cors=yes;cmd=bid;alias=8f0a4af6af733d;grp=119;misc=1465518938569,adtechus.com,cors=yes;cmd=bid;alias=8f0a4af6af733d;grp=119;misc=1465518938569,/pubapi/3.0/10064.1/3942659/0/0/ADTECH,AOL
id_247,AOL ADTECH;cors=yes;cmd=bid;alias=9cb709740d0ad9;grp=119;misc=1465518938574,adtechus.com,cors=yes;cmd=bid;alias=9cb709740d0ad9;grp=119;misc=1465518938574,/pubapi/3.0/10064.1/3942661/0/0/ADTECH,AOL
id_248,AOL ADTECH;cors=yes;cmd=bid;alias=102b2c5840e2a3d;grp=119;misc=1465518938578,adtechus.com,cors=yes;cmd=bid;alias=102b2c5840e2a3d;grp=119;misc=1465518938578,/pubapi/3.0/10064.1/3942663/0/0/ADTECH,AOL
id_249,AOL ADTECH;cors=yes;cmd=bid;alias=11fd29b83320d78;grp=119;misc=1465518938584,adtechus.com,cors=yes;cmd=bid;alias=11fd29b83320d78;grp=119;misc=1465518938584,/pubapi/3.0/10064.1/3942665/0/0/ADTECH,AOL
id_25,AOL ADTECH;cors=yes;cmd=bid;alias=4dcee556d6e0c4;grp=632;misc=1465518872968,adtechus.com,cors=yes;cmd=bid;alias=4dcee556d6e0c4;grp=632;misc=1465518872968,/pubapi/3.0/10064.1/3942657/0/0/ADTECH,AOL
id_250,AOL ADTECH;cors=yes;cmd=bid;alias=12b219df48f69c8;grp=119;misc=1465518938589,adtechus.com,cors=yes;cmd=bid;alias=12b219df48f69c8;grp=119;misc=1465518938589,/pubapi/3.0/10064.1/3942667/0/0/ADTECH,AOL
id_251,AOL ADTECH;cors=yes;cmd=bid;alias=13acbba25a6d28c;grp=119;misc=1465518938593,adtechus.com,cors=yes;cmd=bid;alias=13acbba25a6d28c;grp=119;misc=1465518938593,/pubapi/3.0/10064.1/3942669/0/0/ADTECH,AOL
id_252,AOL ADTECH;cors=yes;cmd=bid;alias=14d074909632f5a;grp=119;misc=1465518938598,adtechus.com,cors=yes;cmd=bid;alias=14d074909632f5a;grp=119;misc=1465518938598,/pubapi/3.0/10064.1/3942672/0/0/ADTECH,AOL
id_253,AOL ADTECH;cors=yes;cmd=bid;alias=1552f44f42ca361;grp=119;misc=1465518938602,adtechus.com,cors=yes;cmd=bid;alias=1552f44f42ca361;grp=119;misc=1465518938602,/pubapi/3.0/10064.1/3942674/0/0/ADTECH,AOL
id_254,AOL ADTECH;cors=yes;cmd=bid;alias=16d8350b00d0f96;grp=119;misc=1465518938606,adtechus.com,cors=yes;cmd=bid;alias=16d8350b00d0f96;grp=119;misc=1465518938606,/pubapi/3.0/10064.1/3942658/0/0/ADTECH,AOL
id_255,AOL ADTECH;cors=yes;cmd=bid;alias=17244ca426feb67;grp=119;misc=1465518938611,adtechus.com,cors=yes;cmd=bid;alias=17244ca426feb67;grp=119;misc=1465518938611,/pubapi/3.0/10064.1/3942676/0/0/ADTECH,AOL
id_256,AOL ADTECH;cors=yes;cmd=bid;alias=18ce93b0d2276ea;grp=119;misc=1465518938615,adtechus.com,cors=yes;cmd=bid;alias=18ce93b0d2276ea;grp=119;misc=1465518938615,/pubapi/3.0/10064.1/3942660/0/0/ADTECH,AOL
id_257,AOL ADTECH;cors=yes;cmd=bid;alias=19f8206a9369d6;grp=119;misc=1465518938623,adtechus.com,cors=yes;cmd=bid;alias=19f8206a9369d6;grp=119;misc=1465518938623,/pubapi/3.0/10064.1/3942662/0/0/ADTECH,AOL
id_258,AOL ADTECH;cors=yes;cmd=bid;alias=20ce6ffba2b6597;grp=119;misc=1465518938629,adtechus.com,cors=yes;cmd=bid;alias=20ce6ffba2b6597;grp=119;misc=1465518938629,/pubapi/3.0/10064.1/3942664/0/0/ADTECH,AOL
id_259,AOL ADTECH;cors=yes;cmd=bid;alias=210e2b664860511;grp=119;misc=1465518938637,adtechus.com,cors=yes;cmd=bid;alias=210e2b664860511;grp=119;misc=1465518938637,/pubapi/3.0/10064.1/3942666/0/0/ADTECH,AOL
id_26,AOL ADTECH;cors=yes;cmd=bid;alias=55ae91cb7de7a6;grp=632;misc=1465518872974,adtechus.com,cors=yes;cmd=bid;alias=55ae91cb7de7a6;grp=632;misc=1465518872974,/pubapi/3.0/10064.1/3942675/0/0/ADTECH,AOL
id_260,AOL ADTECH;cors=yes;cmd=bid;alias=229357c02e922b6;grp=119;misc=1465518938645,adtechus.com,cors=yes;cmd=bid;alias=229357c02e922b6;grp=119;misc=1465518938645,/pubapi/3.0/10064.1/3942668/0/0/ADTECH,AOL
id_261,AOL ADTECH;cors=yes;cmd=bid;alias=233e18d27879743;grp=119;misc=1465518938650,adtechus.com,cors=yes;cmd=bid;alias=233e18d27879743;grp=119;misc=1465518938650,/pubapi/3.0/10064.1/3942670/0/0/ADTECH,AOL
id_262,AOL ADTECH;cors=yes;cmd=bid;alias=2402c1e0533e453;grp=119;misc=1465518938654,adtechus.com,cors=yes;cmd=bid;alias=2402c1e0533e453;grp=119;misc=1465518938654,/pubapi/3.0/10064.1/3942671/0/0/ADTECH,AOL
id_263,AOL ADTECH;cors=yes;cmd=bid;alias=258ee62adb8e7ef;grp=119;misc=1465518938658,adtechus.com,cors=yes;cmd=bid;alias=258ee62adb8e7ef;grp=119;misc=1465518938658,/pubapi/3.0/10064.1/3942673/0/0/ADTECH,AOL
id_264,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_265,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_266,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_267,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_268,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_269,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_27,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_270,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_271,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_272,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_273,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_274,AOL ADTECH;cors=yes;cmd=bid;alias=48f4ab67b8428;grp=522;misc=1465518958081,adtechus.com,cors=yes;cmd=bid;alias=48f4ab67b8428;grp=522;misc=1465518958081,/pubapi/3.0/10064.1/3942638/0/0/ADTECH,AOL
id_275,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_276,AOL ADTECH;cors=yes;cmd=bid;alias=555f22eafbdaef;grp=522;misc=1465518958086,adtechus.com,cors=yes;cmd=bid;alias=555f22eafbdaef;grp=522;misc=1465518958086,/pubapi/3.0/10064.1/3942655/0/0/ADTECH,AOL
id_277,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_278,AOL ADTECH;cors=yes;cmd=bid;alias=6cc3713fc824d3;grp=522;misc=1465518958088,adtechus.com,cors=yes;cmd=bid;alias=6cc3713fc824d3;grp=522;misc=1465518958088,/pubapi/3.0/10064.1/3942640/0/0/ADTECH,AOL
id_279,AOL ADTECH;cors=yes;cmd=bid;alias=75dde61d3dd725;grp=522;misc=1465518958090,adtechus.com,cors=yes;cmd=bid;alias=75dde61d3dd725;grp=522;misc=1465518958090,/pubapi/3.0/10064.1/3942642/0/0/ADTECH,AOL
id_28,AOL ADTECH;cors=yes;cmd=bid;alias=6b86acfac520f5;grp=632;misc=1465518872978,adtechus.com,cors=yes;cmd=bid;alias=6b86acfac520f5;grp=632;misc=1465518872978,/pubapi/3.0/10064.1/3942659/0/0/ADTECH,AOL
id_280,AOL ADTECH;cors=yes;cmd=bid;alias=81870ead4de45f;grp=522;misc=1465518958091,adtechus.com,cors=yes;cmd=bid;alias=81870ead4de45f;grp=522;misc=1465518958091,/pubapi/3.0/10064.1/3942644/0/0/ADTECH,AOL
id_281,AOL ADTECH;cors=yes;cmd=bid;alias=926f9d98f0e029;grp=522;misc=1465518958094,adtechus.com,cors=yes;cmd=bid;alias=926f9d98f0e029;grp=522;misc=1465518958094,/pubapi/3.0/10064.1/3942646/0/0/ADTECH,AOL
id_282,AOL ADTECH;cors=yes;cmd=bid;alias=108fb476f2e0bc;grp=522;misc=1465518958097,adtechus.com,cors=yes;cmd=bid;alias=108fb476f2e0bc;grp=522;misc=1465518958097,/pubapi/3.0/10064.1/3942647/0/0/ADTECH,AOL
id_283,AOL ADTECH;cors=yes;cmd=bid;alias=115284486b96d7e;grp=522;misc=1465518958099,adtechus.com,cors=yes;cmd=bid;alias=115284486b96d7e;grp=522;misc=1465518958099,/pubapi/3.0/10064.1/3942650/0/0/ADTECH,AOL
id_284,AOL ADTECH;cors=yes;cmd=bid;alias=12fdaab892b92e7;grp=522;misc=1465518958102,adtechus.com,cors=yes;cmd=bid;alias=12fdaab892b92e7;grp=522;misc=1465518958102,/pubapi/3.0/10064.1/3942652/0/0/ADTECH,AOL
id_285,AOL ADTECH;cors=yes;cmd=bid;alias=13af755a0bc0e39;grp=522;misc=1465518958104,adtechus.com,cors=yes;cmd=bid;alias=13af755a0bc0e39;grp=522;misc=1465518958104,/pubapi/3.0/10064.1/3942654/0/0/ADTECH,AOL
id_286,AOL ADTECH;cors=yes;cmd=bid;alias=14705ef185e32ab;grp=522;misc=1465518958105,adtechus.com,cors=yes;cmd=bid;alias=14705ef185e32ab;grp=522;misc=1465518958105,/pubapi/3.0/10064.1/3942637/0/0/ADTECH,AOL
id_287,AOL ADTECH;cors=yes;cmd=bid;alias=152145e9386a515;grp=522;misc=1465518958109,adtechus.com,cors=yes;cmd=bid;alias=152145e9386a515;grp=522;misc=1465518958109,/pubapi/3.0/10064.1/3942656/0/0/ADTECH,AOL
id_288,AOL ADTECH;cors=yes;cmd=bid;alias=16977459a6a83d8;grp=522;misc=1465518958111,adtechus.com,cors=yes;cmd=bid;alias=16977459a6a83d8;grp=522;misc=1465518958111,/pubapi/3.0/10064.1/3942639/0/0/ADTECH,AOL
id_289,AOL ADTECH;cors=yes;cmd=bid;alias=17acc4d76087fb2;grp=522;misc=1465518958112,adtechus.com,cors=yes;cmd=bid;alias=17acc4d76087fb2;grp=522;misc=1465518958112,/pubapi/3.0/10064.1/3942641/0/0/ADTECH,AOL
id_29,AOL ADTECH;cors=yes;cmd=bid;alias=77f2cb6f53f439;grp=632;misc=1465518872982,adtechus.com,cors=yes;cmd=bid;alias=77f2cb6f53f439;grp=632;misc=1465518872982,/pubapi/3.0/10064.1/3942661/0/0/ADTECH,AOL
id_290,AOL ADTECH;cors=yes;cmd=bid;alias=184dd2a13d59b6b;grp=522;misc=1465518958114,adtechus.com,cors=yes;cmd=bid;alias=184dd2a13d59b6b;grp=522;misc=1465518958114,/pubapi/3.0/10064.1/3942643/0/0/ADTECH,AOL
id_291,AOL ADTECH;cors=yes;cmd=bid;alias=190a87e454d675d;grp=522;misc=1465518958116,adtechus.com,cors=yes;cmd=bid;alias=190a87e454d675d;grp=522;misc=1465518958116,/pubapi/3.0/10064.1/3942645/0/0/ADTECH,AOL
id_292,AOL ADTECH;cors=yes;cmd=bid;alias=20ed795da54f8fa;grp=522;misc=1465518958117,adtechus.com,cors=yes;cmd=bid;alias=20ed795da54f8fa;grp=522;misc=1465518958117,/pubapi/3.0/10064.1/3942648/0/0/ADTECH,AOL
id_293,AOL ADTECH;cors=yes;cmd=bid;alias=21d48d5c647ee8d;grp=522;misc=1465518958119,adtechus.com,cors=yes;cmd=bid;alias=21d48d5c647ee8d;grp=522;misc=1465518958119,/pubapi/3.0/10064.1/3942649/0/0/ADTECH,AOL
id_294,AOL ADTECH;cors=yes;cmd=bid;alias=22fa9068647a717;grp=522;misc=1465518958121,adtechus.com,cors=yes;cmd=bid;alias=22fa9068647a717;grp=522;misc=1465518958121,/pubapi/3.0/10064.1/3942651/0/0/ADTECH,AOL
id_295,AOL ADTECH;cors=yes;cmd=bid;alias=233b4955b9b86f8;grp=522;misc=1465518958123,adtechus.com,cors=yes;cmd=bid;alias=233b4955b9b86f8;grp=522;misc=1465518958123,/pubapi/3.0/10064.1/3942653/0/0/ADTECH,AOL
id_296,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_297,Mezzobit O9o4p7,cloudfront.net,,/O9o4p7,Mezzobit
id_298,Mezzobit F1y4y5,cloudfront.net,,/F1y4y5,Mezzobit
id_299,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_3,Google show_ads.js,googlesyndication.com,,/pagead/show_ads.js,Google
id_30,AOL ADTECH;cors=yes;cmd=bid;alias=8ee19ba80d69c2;grp=632;misc=1465518872986,adtechus.com,cors=yes;cmd=bid;alias=8ee19ba80d69c2;grp=632;misc=1465518872986,/pubapi/3.0/10064.1/3942663/0/0/ADTECH,AOL
id_300,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_301,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_302,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_303,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_304,AOL ADTECH;cors=yes;cmd=bid;alias=4842f637d35d04;grp=72;misc=1465518971603,adtechus.com,cors=yes;cmd=bid;alias=4842f637d35d04;grp=72;misc=1465518971603,/pubapi/3.0/10064.1/3942638/0/0/ADTECH,AOL
id_305,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_306,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_307,AOL ADTECH;cors=yes;cmd=bid;alias=5afd9418411f5d;grp=72;misc=1465518971610,adtechus.com,cors=yes;cmd=bid;alias=5afd9418411f5d;grp=72;misc=1465518971610,/pubapi/3.0/10064.1/3942655/0/0/ADTECH,AOL
id_308,AOL ADTECH;cors=yes;cmd=bid;alias=64acc83567fce7;grp=72;misc=1465518971613,adtechus.com,cors=yes;cmd=bid;alias=64acc83567fce7;grp=72;misc=1465518971613,/pubapi/3.0/10064.1/3942640/0/0/ADTECH,AOL
id_309,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_31,AOL ADTECH;cors=yes;cmd=bid;alias=9ee73abd54a3bf;grp=632;misc=1465518872991,adtechus.com,cors=yes;cmd=bid;alias=9ee73abd54a3bf;grp=632;misc=1465518872991,/pubapi/3.0/10064.1/3942665/0/0/ADTECH,AOL
id_310,AOL ADTECH;cors=yes;cmd=bid;alias=720231910d6c0e;grp=72;misc=1465518971620,adtechus.com,cors=yes;cmd=bid;alias=720231910d6c0e;grp=72;misc=1465518971620,/pubapi/3.0/10064.1/3942642/0/0/ADTECH,AOL
id_311,AOL ADTECH;cors=yes;cmd=bid;alias=84ac0370837eef;grp=72;misc=1465518971625,adtechus.com,cors=yes;cmd=bid;alias=84ac0370837eef;grp=72;misc=1465518971625,/pubapi/3.0/10064.1/3942644/0/0/ADTECH,AOL
id_312,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_313,AOL ADTECH;cors=yes;cmd=bid;alias=978a2eda2dd0ba;grp=72;misc=1465518971628,adtechus.com,cors=yes;cmd=bid;alias=978a2eda2dd0ba;grp=72;misc=1465518971628,/pubapi/3.0/10064.1/3942646/0/0/ADTECH,AOL
id_314,AOL ADTECH;cors=yes;cmd=bid;alias=102e137dfd21e6;grp=72;misc=1465518971630,adtechus.com,cors=yes;cmd=bid;alias=102e137dfd21e6;grp=72;misc=1465518971630,/pubapi/3.0/10064.1/3942647/0/0/ADTECH,AOL
id_315,OnScroll p.gif,onscroll.com,,/p.gif,OnScroll
id_316,AOL ADTECH;cors=yes;cmd=bid;alias=119b2825d1cc982;grp=72;misc=1465518971633,adtechus.com,cors=yes;cmd=bid;alias=119b2825d1cc982;grp=72;misc=1465518971633,/pubapi/3.0/10064.1/3942650/0/0/ADTECH,AOL
id_317,AOL ADTECH;cors=yes;cmd=bid;alias=128bb3ec43cc876;grp=72;misc=1465518971636,adtechus.com,cors=yes;cmd=bid;alias=128bb3ec43cc876;grp=72;misc=1465518971636,/pubapi/3.0/10064.1/3942652/0/0/ADTECH,AOL
id_318,AOL ADTECH;cors=yes;cmd=bid;alias=1384d4e92a3b0eb;grp=72;misc=1465518971639,adtechus.com,cors=yes;cmd=bid;alias=1384d4e92a3b0eb;grp=72;misc=1465518971639,/pubapi/3.0/10064.1/3942654/0/0/ADTECH,AOL
id_319,AOL ADTECH;cors=yes;cmd=bid;alias=1477542309560d;grp=72;misc=1465518971643,adtechus.com,cors=yes;cmd=bid;alias=1477542309560d;grp=72;misc=1465518971643,/pubapi/3.0/10064.1/3942637/0/0/ADTECH,AOL
id_32,AOL ADTECH;cors=yes;cmd=bid;alias=10d96627ef1064b;grp=632;misc=1465518872995,adtechus.com,cors=yes;cmd=bid;alias=10d96627ef1064b;grp=632;misc=1465518872995,/pubapi/3.0/10064.1/3942667/0/0/ADTECH,AOL
id_320,AOL ADTECH;cors=yes;cmd=bid;alias=15e4b44df4e895b;grp=72;misc=1465518971645,adtechus.com,cors=yes;cmd=bid;alias=15e4b44df4e895b;grp=72;misc=1465518971645,/pubapi/3.0/10064.1/3942656/0/0/ADTECH,AOL
id_321,AOL ADTECH;cors=yes;cmd=bid;alias=162a09fc7eda708;grp=72;misc=1465518971648,adtechus.com,cors=yes;cmd=bid;alias=162a09fc7eda708;grp=72;misc=1465518971648,/pubapi/3.0/10064.1/3942639/0/0/ADTECH,AOL
id_322,AOL ADTECH;cors=yes;cmd=bid;alias=17d1eaaf259669f;grp=72;misc=1465518971650,adtechus.com,cors=yes;cmd=bid;alias=17d1eaaf259669f;grp=72;misc=1465518971650,/pubapi/3.0/10064.1/3942641/0/0/ADTECH,AOL
id_323,AOL ADTECH;cors=yes;cmd=bid;alias=185d06c5b061bae;grp=72;misc=1465518971654,adtechus.com,cors=yes;cmd=bid;alias=185d06c5b061bae;grp=72;misc=1465518971654,/pubapi/3.0/10064.1/3942643/0/0/ADTECH,AOL
id_324,AOL ADTECH;cors=yes;cmd=bid;alias=1903f2f2f5d5084;grp=72;misc=1465518971657,adtechus.com,cors=yes;cmd=bid;alias=1903f2f2f5d5084;grp=72;misc=1465518971657,/pubapi/3.0/10064.1/3942645/0/0/ADTECH,AOL
id_325,AOL ADTECH;cors=yes;cmd=bid;alias=201decf8ed3a9a4;grp=72;misc=1465518971661,adtechus.com,cors=yes;cmd=bid;alias=201decf8ed3a9a4;grp=72;misc=1465518971661,/pubapi/3.0/10064.1/3942648/0/0/ADTECH,AOL
id_326,AOL ADTECH;cors=yes;cmd=bid;alias=21051ef5ad49496;grp=72;misc=1465518971664,adtechus.com,cors=yes;cmd=bid;alias=21051ef5ad49496;grp=72;misc=1465518971664,/pubapi/3.0/10064.1/3942649/0/0/ADTECH,AOL
id_327,AOL ADTECH;cors=yes;cmd=bid;alias=224c1ceb2bafea4;grp=72;misc=1465518971666,adtechus.com,cors=yes;cmd=bid;alias=224c1ceb2bafea4;grp=72;misc=1465518971666,/pubapi/3.0/10064.1/3942651/0/0/ADTECH,AOL
id_328,AOL ADTECH;cors=yes;cmd=bid;alias=235b8062e3bdf55;grp=72;misc=1465518971668,adtechus.com,cors=yes;cmd=bid;alias=235b8062e3bdf55;grp=72;misc=1465518971668,/pubapi/3.0/10064.1/3942653/0/0/ADTECH,AOL
id_329,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_33,AOL ADTECH;cors=yes;cmd=bid;alias=119a4d9b93d67cd;grp=632;misc=1465518872999,adtechus.com,cors=yes;cmd=bid;alias=119a4d9b93d67cd;grp=632;misc=1465518872999,/pubapi/3.0/10064.1/3942669/0/0/ADTECH,AOL
id_330,Mezzobit Izdbrh,cloudfront.net,,/Izdbrh,Mezzobit
id_331,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_332,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_333,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_334,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_335,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_336,Google hbe.swf,googlesyndication.com,,/osd/hbe.swf,Google
id_337,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_338,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_339,OnScroll p.gif,onscroll.com,,/p.gif,OnScroll
id_34,AOL ADTECH;cors=yes;cmd=bid;alias=12f95d7abfd80c2;grp=632;misc=1465518873004,adtechus.com,cors=yes;cmd=bid;alias=12f95d7abfd80c2;grp=632;misc=1465518873004,/pubapi/3.0/10064.1/3942672/0/0/ADTECH,AOL
id_340,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_341,Criteo sync,criteo.com,,/sync,Criteo
id_342,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_343,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_344,Conversant rtb,dotomi.com,,/dmm/servlet/rtb,Conversant
id_345,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_346,AOL ADTECH;cors=yes;cmd=bid;alias=47c2c304651ecf8;grp=441;misc=1465518965966,adtechus.com,cors=yes;cmd=bid;alias=47c2c304651ecf8;grp=441;misc=1465518965966,/pubapi/3.0/10064.1/3942638/0/0/ADTECH,AOL
id_347,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_348,AOL ADTECH;cors=yes;cmd=bid;alias=503bf3ab45965b;grp=441;misc=1465518965967,adtechus.com,cors=yes;cmd=bid;alias=503bf3ab45965b;grp=441;misc=1465518965967,/pubapi/3.0/10064.1/3942655/0/0/ADTECH,AOL
id_349,AOL ADTECH;cors=yes;cmd=bid;alias=6a3a6ef5cac8c;grp=441;misc=1465518965969,adtechus.com,cors=yes;cmd=bid;alias=6a3a6ef5cac8c;grp=441;misc=1465518965969,/pubapi/3.0/10064.1/3942640/0/0/ADTECH,AOL
id_35,AOL ADTECH;cors=yes;cmd=bid;alias=13a4e2d2b583658;grp=632;misc=1465518873008,adtechus.com,cors=yes;cmd=bid;alias=13a4e2d2b583658;grp=632;misc=1465518873008,/pubapi/3.0/10064.1/3942674/0/0/ADTECH,AOL
id_350,AOL ADTECH;cors=yes;cmd=bid;alias=7d1ad6bb5609e88;grp=441;misc=1465518965970,adtechus.com,cors=yes;cmd=bid;alias=7d1ad6bb5609e88;grp=441;misc=1465518965970,/pubapi/3.0/10064.1/3942642/0/0/ADTECH,AOL
id_351,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_352,AOL ADTECH;cors=yes;cmd=bid;alias=843e61bf48a8578;grp=441;misc=1465518965971,adtechus.com,cors=yes;cmd=bid;alias=843e61bf48a8578;grp=441;misc=1465518965971,/pubapi/3.0/10064.1/3942644/0/0/ADTECH,AOL
id_353,AOL ADTECH;cors=yes;cmd=bid;alias=9c2c4c02ca2cec8;grp=441;misc=1465518965973,adtechus.com,cors=yes;cmd=bid;alias=9c2c4c02ca2cec8;grp=441;misc=1465518965973,/pubapi/3.0/10064.1/3942646/0/0/ADTECH,AOL
id_354,AOL ADTECH;cors=yes;cmd=bid;alias=10d44ccee38a3;grp=441;misc=1465518965975,adtechus.com,cors=yes;cmd=bid;alias=10d44ccee38a3;grp=441;misc=1465518965975,/pubapi/3.0/10064.1/3942647/0/0/ADTECH,AOL
id_355,AOL ADTECH;cors=yes;cmd=bid;alias=113ebc4d2073e1;grp=441;misc=1465518965976,adtechus.com,cors=yes;cmd=bid;alias=113ebc4d2073e1;grp=441;misc=1465518965976,/pubapi/3.0/10064.1/3942650/0/0/ADTECH,AOL
id_356,AOL ADTECH;cors=yes;cmd=bid;alias=127369216e272a1;grp=441;misc=1465518965977,adtechus.com,cors=yes;cmd=bid;alias=127369216e272a1;grp=441;misc=1465518965977,/pubapi/3.0/10064.1/3942652/0/0/ADTECH,AOL
id_357,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_358,AOL ADTECH;cors=yes;cmd=bid;alias=13b5e564a85f059;grp=441;misc=1465518965978,adtechus.com,cors=yes;cmd=bid;alias=13b5e564a85f059;grp=441;misc=1465518965978,/pubapi/3.0/10064.1/3942654/0/0/ADTECH,AOL
id_359,AOL ADTECH;cors=yes;cmd=bid;alias=14542435fc5a1d;grp=441;misc=1465518965981,adtechus.com,cors=yes;cmd=bid;alias=14542435fc5a1d;grp=441;misc=1465518965981,/pubapi/3.0/10064.1/3942637/0/0/ADTECH,AOL
id_36,AOL ADTECH;cors=yes;cmd=bid;alias=140e8575a843231;grp=632;misc=1465518873013,adtechus.com,cors=yes;cmd=bid;alias=140e8575a843231;grp=632;misc=1465518873013,/pubapi/3.0/10064.1/3942658/0/0/ADTECH,AOL
id_360,AOL ADTECH;cors=yes;cmd=bid;alias=15f1bf4ad4abb858;grp=441;misc=1465518965983,adtechus.com,cors=yes;cmd=bid;alias=15f1bf4ad4abb858;grp=441;misc=1465518965983,/pubapi/3.0/10064.1/3942656/0/0/ADTECH,AOL
id_361,OnScroll p.gif,onscroll.com,,/p.gif,OnScroll
id_362,AOL ADTECH;cors=yes;cmd=bid;alias=1642f0c71cbe0f3;grp=441;misc=1465518965984,adtechus.com,cors=yes;cmd=bid;alias=1642f0c71cbe0f3;grp=441;misc=1465518965984,/pubapi/3.0/10064.1/3942639/0/0/ADTECH,AOL
id_363,AOL ADTECH;cors=yes;cmd=bid;alias=17262413e841136;grp=441;misc=1465518965985,adtechus.com,cors=yes;cmd=bid;alias=17262413e841136;grp=441;misc=1465518965985,/pubapi/3.0/10064.1/3942641/0/0/ADTECH,AOL
id_364,AOL ADTECH;cors=yes;cmd=bid;alias=18dd5350556b25f;grp=441;misc=1465518965986,adtechus.com,cors=yes;cmd=bid;alias=18dd5350556b25f;grp=441;misc=1465518965986,/pubapi/3.0/10064.1/3942643/0/0/ADTECH,AOL
id_365,AOL ADTECH;cors=yes;cmd=bid;alias=192131db0e54b8a8;grp=441;misc=1465518965987,adtechus.com,cors=yes;cmd=bid;alias=192131db0e54b8a8;grp=441;misc=1465518965987,/pubapi/3.0/10064.1/3942645/0/0/ADTECH,AOL
id_366,AOL ADTECH;cors=yes;cmd=bid;alias=20f83c22a533c8f8;grp=441;misc=1465518965988,adtechus.com,cors=yes;cmd=bid;alias=20f83c22a533c8f8;grp=441;misc=1465518965988,/pubapi/3.0/10064.1/3942648/0/0/ADTECH,AOL
id_367,AOL ADTECH;cors=yes;cmd=bid;alias=21da92cb663e2b1;grp=441;misc=1465518965989,adtechus.com,cors=yes;cmd=bid;alias=21da92cb663e2b1;grp=441;misc=1465518965989,/pubapi/3.0/10064.1/3942649/0/0/ADTECH,AOL
id_368,AOL ADTECH;cors=yes;cmd=bid;alias=22905cfadc2f277;grp=441;misc=1465518965989,adtechus.com,cors=yes;cmd=bid;alias=22905cfadc2f277;grp=441;misc=1465518965989,/pubapi/3.0/10064.1/3942651/0/0/ADTECH,AOL
id_369,AOL ADTECH;cors=yes;cmd=bid;alias=23e5f9a8e9dc0028;grp=441;misc=1465518965990,adtechus.com,cors=yes;cmd=bid;alias=23e5f9a8e9dc0028;grp=441;misc=1465518965990,/pubapi/3.0/10064.1/3942653/0/0/ADTECH,AOL
id_37,AOL ADTECH;cors=yes;cmd=bid;alias=15cf008dbb2a0f6;grp=632;misc=1465518873018,adtechus.com,cors=yes;cmd=bid;alias=15cf008dbb2a0f6;grp=632;misc=1465518873018,/pubapi/3.0/10064.1/3942676/0/0/ADTECH,AOL
id_370,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_371,Mezzobit Aeuivv,cloudfront.net,,/Aeuivv,Mezzobit
